iter	Passed	Remaining
861	1184	189
862	1185	188
863	1185	186
864	1186	185
865	1187	183
866	1188	182
867	1189	180
868	1190	179
869	1191	178
870	1193	176
871	1195	175
872	1196	174
873	1197	172
874	1198	171
875	1199	169
876	1199	168
877	1200	166
878	1201	165
879	1202	163
880	1203	162
881	1204	161
882	1207	159
883	1208	158
884	1209	157
885	1210	155
886	1211	154
887	1212	152
888	1213	151
889	1214	150
890	1215	148
891	1215	147
892	1216	145
893	1217	144
894	1218	142
895	1219	141
896	1220	140
897	1221	138
898	1223	137
899	1224	136
900	1225	134
901	1226	133
902	1227	131
903	1228	130
904	1229	129
905	1233	127
906	1235	126
907	1236	125
908	1238	124
909	1240	122
910	1244	121
911	1247	120
912	1248	118
913	1249	117
914	1250	116
915	1252	114
916	1253	113
917	1254	112
918	1255	110
919	1257	109
920	1259	108
921	1262	106
922	1264	105
923	1268	104
924	1273	103
925	1279	102
926	1281	100
927	1285	99
928	1286	98
929	1287	96
930	1289	95
931	1291	94
932	1292	92
933	1293	91
934	1294	89
935	1295	88
936	1296	87
937	1298	85
938	1299	84
939	1300	83
940	1302	81
941	1303	80
942	1305	78
943	1306	77
944	1307	76
945	1308	74
946	1309	73
947	1310	71
948	1311	70
949	1312	69
950	1314	67
951	1315	66
952	1317	64
953	1318	63
954	1319	62
955	1320	60
956	1321	59
957	1322	57
958	1323	56
959	1324	55
960	1325	53
961	1326	52
962	1328	51
963	1329	49
964	1331	48
965	1332	46
966	1333	45
967	1334	44
968	1335	42
969	1336	41
970	1336	39
971	1337	38
972	1338	37
973	1339	35
974	1340	34
975	1341	32
976	1343	31
977	1344	30
978	1345	28
979	1346	27
980	1347	26
981	1348	24
982	1349	23
983	1350	21
984	1351	20
985	1351	19
986	1352	17
987	1353	16
988	1354	15
989	1355	13
990	1356	12
991	1357	10
992	1358	9
993	1359	8
994	1360	6
995	1362	5
996	1363	4
997	1364	2
998	1365	1
999	1366	0
